employeeid,environmentsatisfaction,jobsatisfaction,worklifebalance,age,businesstravel,department,distancefromhome,education,educationfield,gender,joblevel,jobrole,maritalstatus,monthlyincome,numcompaniesworked,percentsalaryhike,stockoptionlevel,totalworkingyears,trainingtimeslastyear,yearsatcompany,yearssincelastpromotion,yearswithcurrmanager,jobinvolvement,performancerating,retirementdate,retirementtype,resignationreason
680,3.0,2.0,3.0,39,travel_rarely,sales,29,1,marketing,female,1,laboratory technician,divorced,54600,6,13,2,21.0,3,19,15,2,3,3,,,
681,1.0,3.0,3.0,58,travel_rarely,research & development,27,3,other,male,2,laboratory technician,divorced,21870,1,18,1,2.0,1,2,2,2,1,3,,,
682,4.0,3.0,3.0,32,travel_rarely,research & development,5,3,technical degree,female,1,sales executive,married,96020,1,13,1,10.0,3,10,1,1,3,3,2016-03-18,resignation,stress
684,1.0,4.0,3.0,30,travel_rarely,sales,9,1,marketing,male,4,research director,married,40890,0,18,0,10.0,2,9,6,7,4,3,,,
685,4.0,3.0,3.0,36,travel_rarely,sales,1,3,marketing,male,2,sales executive,married,166270,3,12,0,10.0,5,7,1,7,2,3,,,
686,4.0,1.0,4.0,46,travel_rarely,sales,4,3,medical,male,1,research scientist,single,26190,6,12,1,10.0,3,7,5,7,2,3,,,
687,3.0,4.0,3.0,28,non-travel,research & development,1,3,medical,male,5,sales executive,married,56790,0,13,0,10.0,2,9,7,5,2,3,,,
688,4.0,1.0,3.0,50,travel_rarely,research & development,20,2,medical,female,5,laboratory technician,married,154020,4,21,0,25.0,3,3,1,2,2,4,,,
689,4.0,2.0,3.0,40,travel_rarely,sales,8,1,other,male,1,laboratory technician,single,59850,2,13,3,9.0,1,5,1,0,2,3,2016-10-08,resignation,salary
690,2.0,2.0,2.0,52,travel_rarely,research & development,3,2,technical degree,male,3,laboratory technician,single,25790,9,19,1,10.0,1,8,7,7,3,3,2016-02-22,resignation,salary
691,2.0,1.0,3.0,30,travel_rarely,research & development,6,4,medical,female,1,sales executive,married,30410,1,11,1,9.0,2,9,0,8,2,3,,,
692,1.0,3.0,3.0,39,travel_rarely,research & development,26,1,medical,male,2,healthcare representative,single,34470,0,14,0,9.0,5,8,1,7,3,3,,,
693,4.0,3.0,2.0,31,non-travel,research & development,1,2,medical,male,1,sales executive,divorced,195130,1,12,1,10.0,1,10,9,6,2,3,,,
694,3.0,2.0,3.0,41,non-travel,sales,6,3,life sciences,female,1,research director,single,27730,1,11,0,19.0,3,19,11,9,3,3,,,
695,4.0,2.0,4.0,31,travel_frequently,research & development,3,1,life sciences,male,1,sales executive,single,71040,1,14,1,3.0,3,3,2,2,3,3,2016-03-26,resignation,salary
697,3.0,3.0,2.0,42,non-travel,research & development,4,3,life sciences,male,2,laboratory technician,married,20830,0,12,2,21.0,3,20,2,10,2,3,,,
698,4.0,3.0,3.0,55,travel_rarely,sales,11,3,technical degree,male,2,manufacturing director,married,83810,4,15,1,23.0,3,19,9,11,3,3,,,
699,4.0,2.0,3.0,56,travel_rarely,sales,3,2,medical,female,3,manufacturing director,single,26910,6,16,1,36.0,6,7,7,7,3,3,,,
700,3.0,3.0,3.0,40,non-travel,research & development,1,1,life sciences,male,1,laboratory technician,divorced,42860,9,15,0,6.0,6,4,0,0,3,3,,,
701,4.0,4.0,2.0,34,travel_rarely,research & development,3,2,technical degree,male,2,research director,divorced,26590,0,24,3,10.0,2,9,1,6,3,4,,,
702,3.0,4.0,3.0,40,travel_rarely,sales,4,3,medical,male,2,sales executive,single,94340,1,13,1,9.0,3,9,8,8,2,3,,,
703,3.0,1.0,3.0,41,travel_frequently,sales,1,4,other,female,2,healthcare representative,divorced,55610,0,11,0,10.0,2,9,1,7,2,3,,,
704,3.0,3.0,3.0,35,travel_frequently,sales,1,2,technical degree,male,2,manager,single,66460,1,13,1,9.0,2,9,1,1,2,3,,,
705,3.0,2.0,3.0,51,travel_rarely,sales,18,2,life sciences,male,4,manufacturing director,divorced,77250,1,13,1,33.0,2,33,0,10,3,3,,,
706,2.0,1.0,3.0,38,travel_rarely,sales,2,4,life sciences,female,1,research scientist,divorced,107250,3,18,0,11.0,5,7,1,7,2,3,,,
707,3.0,1.0,4.0,34,travel_rarely,sales,4,3,life sciences,male,2,research scientist,single,88470,1,16,0,10.0,3,10,9,6,4,3,,,
708,4.0,4.0,2.0,25,travel_rarely,research & development,6,2,medical,female,4,research scientist,married,20450,3,19,0,7.0,3,3,1,2,3,3,,,
709,3.0,1.0,2.0,58,travel_rarely,sales,1,4,technical degree,male,2,sales executive,married,10090,7,13,2,31.0,3,10,5,9,4,3,2016-01-31,resignation,others
710,2.0,2.0,3.0,40,travel_rarely,research & development,14,4,medical,female,1,research scientist,married,33480,3,22,0,7.0,2,4,0,3,1,4,,,
711,1.0,1.0,2.0,36,travel_frequently,sales,16,2,life sciences,male,1,research scientist,married,12810,2,11,0,17.0,2,15,6,13,3,3,,,
712,4.0,4.0,3.0,48,travel_rarely,research & development,2,1,life sciences,male,2,research scientist,single,28190,1,20,0,11.0,2,10,0,8,2,4,,,
713,3.0,4.0,3.0,27,travel_rarely,research & development,2,3,life sciences,female,2,laboratory technician,married,48510,8,18,0,5.0,2,1,0,0,3,3,,,
714,4.0,2.0,2.0,51,travel_rarely,research & development,4,1,medical,female,3,manufacturing director,single,40280,3,14,0,29.0,3,5,0,3,3,3,,,
715,4.0,4.0,4.0,18,non-travel,research & development,1,4,medical,male,2,sales executive,single,27200,1,22,1,0.0,2,0,0,0,3,4,,,
716,4.0,4.0,3.0,35,travel_rarely,research & development,1,4,other,female,2,research director,married,81200,0,13,0,10.0,2,9,0,0,2,3,,,
717,4.0,4.0,3.0,27,travel_frequently,research & development,26,4,medical,female,1,research director,single,46470,3,17,0,8.0,3,6,0,0,4,3,,,
718,1.0,3.0,2.0,55,travel_rarely,research & development,19,3,technical degree,male,1,human resources,single,46800,6,14,3,24.0,0,19,3,8,4,3,2016-11-10,resignation,others
719,4.0,2.0,3.0,56,travel_rarely,research & development,24,4,life sciences,male,2,laboratory technician,married,32210,4,15,2,33.0,2,19,15,9,3,3,,,
720,1.0,3.0,3.0,34,non-travel,sales,1,2,life sciences,male,2,research scientist,divorced,86210,1,17,1,5.0,1,5,0,0,3,3,,,
721,2.0,3.0,3.0,40,travel_rarely,research & development,3,3,life sciences,male,2,sales executive,divorced,45770,5,11,1,15.0,3,12,11,8,2,3,,,
722,2.0,3.0,3.0,34,travel_rarely,research & development,5,3,life sciences,male,1,research scientist,married,45530,4,18,1,10.0,2,8,7,7,4,3,,,
723,3.0,4.0,4.0,31,travel_frequently,research & development,2,2,medical,female,2,manufacturing director,single,53960,7,17,1,3.0,2,1,0,0,1,3,2016-05-05,resignation,salary
724,4.0,3.0,2.0,35,travel_frequently,research & development,1,2,medical,male,1,manufacturing director,married,67960,0,13,0,5.0,2,4,3,2,3,3,2016-04-08,resignation,salary
725,4.0,3.0,3.0,38,travel_frequently,research & development,7,3,medical,female,2,sales representative,divorced,76250,1,15,0,4.0,2,4,0,3,2,3,,,
726,3.0,4.0,4.0,34,travel_rarely,research & development,10,4,other,female,2,laboratory technician,single,74120,1,24,0,14.0,4,14,4,11,3,4,,,
727,3.0,1.0,3.0,28,travel_rarely,research & development,2,3,life sciences,female,2,healthcare representative,married,111590,1,12,0,5.0,2,5,0,4,3,3,,,
728,4.0,3.0,2.0,31,travel_rarely,research & development,15,2,life sciences,male,2,sales executive,married,49600,1,15,0,10.0,3,10,6,7,2,3,2016-10-27,resignation,others
729,1.0,4.0,4.0,39,travel_rarely,research & development,17,4,technical degree,female,2,healthcare representative,married,104750,3,11,1,8.0,3,5,1,4,3,3,,,
730,2.0,2.0,3.0,51,travel_frequently,research & development,20,3,medical,male,2,sales executive,married,148140,2,11,1,14.0,2,4,3,2,2,3,,,
731,4.0,4.0,2.0,41,travel_frequently,research & development,1,3,life sciences,male,4,sales executive,divorced,191410,3,12,1,12.0,2,6,3,3,3,3,,,
732,3.0,3.0,3.0,37,travel_rarely,research & development,2,2,medical,female,1,healthcare representative,married,54050,7,15,0,8.0,3,6,1,3,4,3,,,
733,2.0,4.0,4.0,33,travel_frequently,research & development,2,3,medical,female,1,sales executive,married,87930,6,17,0,8.0,2,5,1,2,3,3,,,
734,3.0,2.0,2.0,32,travel_rarely,research & development,1,4,medical,male,5,research director,married,191890,0,12,1,4.0,3,3,1,2,3,3,,,
735,3.0,3.0,3.0,39,non-travel,research & development,29,2,life sciences,male,2,sales executive,married,38750,3,15,0,13.0,3,6,0,5,3,3,,,
736,1.0,3.0,3.0,25,travel_rarely,research & development,7,4,life sciences,male,1,sales executive,married,22160,2,13,3,6.0,2,3,1,2,2,3,,,
737,4.0,3.0,2.0,52,travel_frequently,research & development,2,1,life sciences,male,2,sales executive,married,117130,2,14,0,24.0,2,5,0,2,3,3,,,
738,1.0,3.0,1.0,43,travel_rarely,research & development,2,2,medical,male,1,laboratory technician,single,78610,1,14,2,20.0,1,20,1,8,3,3,,,
739,4.0,4.0,3.0,27,travel_rarely,research & development,2,4,life sciences,male,1,human resources,married,37080,1,16,2,6.0,2,6,4,4,3,3,,,
740,4.0,3.0,3.0,27,travel_rarely,research & development,2,5,life sciences,female,1,research scientist,single,137700,1,18,1,8.0,3,8,7,7,4,3,2016-08-31,resignation,others
741,1.0,4.0,3.0,26,travel_rarely,research & development,2,2,other,male,3,laboratory technician,single,53040,0,20,1,5.0,2,4,1,1,3,4,,,
742,3.0,1.0,3.0,42,travel_rarely,sales,23,3,marketing,female,3,research scientist,married,26420,0,13,1,21.0,3,20,0,9,3,3,,,
743,3.0,1.0,1.0,52,travel_rarely,research & development,5,2,life sciences,female,1,healthcare representative,married,27590,9,18,1,12.0,6,5,0,4,3,3,,,
744,1.0,3.0,3.0,37,travel_rarely,research & development,20,5,life sciences,male,2,manager,single,68040,4,13,1,8.0,1,3,0,2,3,3,,,
745,3.0,4.0,3.0,35,travel_frequently,research & development,6,4,medical,female,2,research director,single,61420,2,15,1,10.0,2,2,2,2,3,3,,,
746,1.0,4.0,2.0,25,travel_rarely,research & development,1,4,medical,male,2,sales executive,married,25000,4,14,2,7.0,2,3,0,2,1,3,,,
747,3.0,1.0,3.0,26,travel_rarely,research & development,29,4,life sciences,male,1,research scientist,single,63890,0,22,0,8.0,2,7,0,7,2,4,,,
748,2.0,1.0,2.0,29,travel_rarely,sales,9,3,life sciences,male,1,laboratory technician,single,111030,1,12,0,10.0,5,10,0,9,2,3,,,
749,1.0,1.0,3.0,49,travel_frequently,sales,6,5,medical,female,2,healthcare representative,single,23420,3,18,0,20.0,2,4,1,3,3,3,2016-11-13,resignation,others
750,3.0,4.0,3.0,29,travel_frequently,sales,3,2,marketing,female,2,laboratory technician,single,68110,0,15,1,9.0,2,8,7,7,3,3,2016-06-11,resignation,salary
751,4.0,4.0,2.0,54,travel_rarely,sales,1,3,medical,female,2,manager,single,22970,6,18,2,29.0,2,20,12,7,2,3,,,
752,4.0,1.0,3.0,58,travel_rarely,sales,22,3,life sciences,female,2,laboratory technician,married,24500,3,12,1,32.0,2,9,1,5,3,3,,,
753,2.0,4.0,4.0,55,travel_rarely,research & development,7,3,life sciences,female,3,research scientist,divorced,50930,2,16,1,31.0,3,7,0,0,3,3,,,
754,1.0,2.0,3.0,36,travel_rarely,research & development,1,3,medical,male,2,sales executive,single,53090,3,13,0,15.0,5,5,0,1,3,3,,,
755,2.0,3.0,3.0,31,travel_frequently,sales,4,3,life sciences,male,2,manager,single,30570,1,19,0,1.0,3,1,0,0,3,3,2016-01-10,resignation,others
756,4.0,1.0,3.0,30,travel_rarely,sales,3,3,life sciences,male,3,sales executive,divorced,51210,7,13,0,8.0,4,3,0,2,3,3,,,
757,1.0,2.0,4.0,31,travel_rarely,research & development,1,3,medical,male,1,laboratory technician,single,168560,3,12,1,9.0,3,3,1,0,3,3,,,
758,4.0,1.0,3.0,34,travel_frequently,sales,2,1,marketing,female,5,manager,divorced,26860,5,11,0,10.0,3,4,1,3,4,3,,,
759,1.0,2.0,4.0,31,travel_rarely,sales,20,3,technical degree,male,1,research scientist,single,61800,1,14,1,1.0,2,1,0,0,1,3,2016-03-29,resignation,others
760,2.0,1.0,4.0,27,travel_rarely,human resources,11,4,medical,male,4,sales executive,married,66320,0,16,0,6.0,3,5,1,4,3,3,,,
761,1.0,4.0,2.0,36,travel_rarely,sales,1,3,marketing,male,2,research scientist,single,35050,1,12,2,10.0,2,10,1,8,2,3,,,
762,3.0,1.0,2.0,36,travel_rarely,research & development,24,3,other,female,3,research director,married,63970,4,14,1,11.0,3,3,0,2,3,3,,,
763,1.0,4.0,2.0,47,travel_rarely,research & development,23,4,life sciences,female,2,sales executive,married,62740,7,14,2,17.0,0,6,1,2,3,3,,,
764,1.0,1.0,3.0,25,travel_rarely,sales,16,4,life sciences,male,2,research scientist,married,198590,3,19,0,6.0,3,3,2,2,2,3,2016-01-22,resignation,others
765,3.0,3.0,1.0,37,non-travel,sales,8,4,medical,male,1,healthcare representative,single,75870,0,22,1,7.0,5,6,1,3,3,4,,,
766,1.0,1.0,4.0,56,travel_rarely,research & development,10,4,other,male,2,sales representative,married,42580,2,16,0,5.0,2,3,1,0,3,3,,,
767,1.0,3.0,4.0,47,travel_rarely,research & development,3,2,medical,male,2,laboratory technician,married,43640,3,11,1,26.0,3,20,5,6,3,3,,,
768,4.0,3.0,3.0,24,travel_rarely,research & development,5,1,other,male,1,manufacturing director,married,43350,1,15,1,5.0,5,5,0,3,3,3,,,
769,4.0,4.0,2.0,32,travel_rarely,sales,4,3,marketing,male,1,research scientist,married,53260,4,14,1,7.0,2,4,0,3,3,3,,,
770,4.0,2.0,2.0,34,travel_rarely,research & development,9,2,medical,male,1,sales executive,married,32800,5,13,0,7.0,3,5,0,2,3,3,,,
771,2.0,3.0,2.0,41,travel_rarely,research & development,26,3,medical,female,3,sales executive,married,54850,2,17,2,7.0,2,4,0,3,3,3,,,
772,3.0,3.0,4.0,40,non-travel,sales,3,2,life sciences,male,1,sales executive,divorced,43420,3,11,1,11.0,6,8,0,7,2,3,,,
773,1.0,4.0,3.0,31,travel_rarely,research & development,16,3,medical,male,2,human resources,divorced,27820,1,19,1,13.0,5,13,9,9,3,3,,,
774,1.0,4.0,4.0,46,travel_rarely,research & development,18,1,medical,male,1,manufacturing director,divorced,59800,4,11,1,28.0,2,7,4,3,3,3,2016-06-12,resignation,others
775,1.0,1.0,4.0,39,non-travel,research & development,2,4,medical,male,2,manufacturing director,single,43810,2,15,2,11.0,1,1,0,0,2,3,2016-02-24,resignation,salary
776,3.0,2.0,3.0,31,travel_frequently,sales,2,3,medical,male,2,sales executive,single,25720,1,13,3,10.0,3,10,4,7,3,3,2016-07-13,resignation,stress
777,2.0,1.0,3.0,45,travel_rarely,sales,10,2,marketing,male,1,sales executive,divorced,38330,2,14,0,24.0,1,7,0,7,3,3,,,
778,4.0,2.0,3.0,31,travel_rarely,research & development,16,4,life sciences,male,3,human resources,single,42440,9,13,0,8.0,3,3,0,2,3,3,,,
779,2.0,4.0,1.0,31,travel_frequently,research & development,7,4,life sciences,male,1,laboratory technician,married,65000,6,23,1,7.0,5,2,2,2,3,4,2016-07-22,resignation,stress
780,2.0,4.0,4.0,45,travel_rarely,research & development,1,2,life sciences,female,1,research scientist,married,184300,4,12,1,10.0,5,3,1,2,3,3,,,
781,3.0,1.0,3.0,48,travel_rarely,research & development,24,3,technical degree,male,2,research scientist,divorced,16010,4,12,0,15.0,3,2,2,2,3,3,,,
782,1.0,3.0,3.0,34,travel_rarely,research & development,7,4,medical,male,2,research scientist,married,26940,1,16,1,2.0,3,2,2,2,3,3,2016-07-28,resignation,salary
783,4.0,2.0,3.0,40,non-travel,research & development,25,4,other,female,1,sales executive,divorced,31490,2,15,1,16.0,1,9,4,8,2,3,,,
784,4.0,1.0,3.0,28,travel_rarely,research & development,1,2,technical degree,female,1,research scientist,single,176390,0,13,1,6.0,0,5,1,3,3,3,,,
785,3.0,3.0,3.0,44,non-travel,research & development,5,3,life sciences,male,1,laboratory technician,single,23190,3,18,0,7.0,4,5,0,3,2,3,,,
786,4.0,2.0,2.0,53,travel_rarely,research & development,2,4,technical degree,male,2,manager,single,116910,4,20,0,35.0,2,9,8,8,3,4,,,
787,1.0,3.0,2.0,49,travel_rarely,research & development,7,3,life sciences,male,3,laboratory technician,married,53240,2,19,0,20.0,2,3,1,2,1,3,,,
788,3.0,3.0,4.0,40,travel_rarely,research & development,2,4,life sciences,male,3,laboratory technician,divorced,167520,2,18,1,8.0,3,3,1,2,3,3,,,
789,4.0,2.0,2.0,44,travel_rarely,research & development,5,1,other,male,3,research scientist,single,52280,1,13,0,6.0,2,5,1,3,4,3,,,
790,4.0,1.0,3.0,33,travel_frequently,human resources,10,3,medical,female,2,sales executive,married,27000,0,14,3,5.0,2,4,0,3,3,3,,,
791,4.0,1.0,3.0,34,travel_rarely,research & development,10,4,life sciences,female,1,sales representative,single,192460,3,15,1,15.0,5,13,3,12,3,3,,,
792,4.0,3.0,2.0,30,travel_rarely,sales,1,2,technical degree,male,1,laboratory technician,married,25060,8,22,0,4.0,3,2,2,2,3,4,,,
793,1.0,4.0,3.0,42,travel_frequently,research & development,8,4,medical,female,1,sales executive,single,60620,1,22,2,12.0,2,12,5,8,3,4,,,
794,1.0,3.0,2.0,44,travel_frequently,research & development,5,3,life sciences,female,5,manufacturing director,married,43820,7,16,2,11.0,2,1,0,0,3,3,,,
795,3.0,3.0,2.0,30,non-travel,research & development,8,3,life sciences,male,1,manufacturing director,divorced,21430,1,17,1,1.0,2,1,0,0,3,3,,,
796,2.0,3.0,2.0,57,travel_rarely,sales,2,1,life sciences,male,3,research scientist,married,61620,0,14,0,13.0,5,12,2,8,2,3,,,
797,3.0,2.0,3.0,49,travel_rarely,research & development,7,3,technical degree,female,2,sales executive,divorced,50940,3,15,0,29.0,5,8,0,7,3,3,,,
798,2.0,1.0,2.0,34,travel_frequently,research & development,2,4,medical,female,2,sales representative,divorced,68770,7,20,0,16.0,3,14,6,9,3,4,,,
799,1.0,3.0,4.0,28,travel_frequently,research & development,2,3,medical,male,1,research scientist,married,22740,3,20,1,5.0,5,3,1,2,3,4,2016-03-24,resignation,stress
800,1.0,2.0,1.0,29,travel_frequently,research & development,28,3,medical,female,5,research scientist,single,44340,1,17,3,7.0,1,5,0,0,3,3,2016-02-05,resignation,stress
801,1.0,2.0,4.0,34,travel_rarely,research & development,7,1,medical,male,1,research scientist,single,62880,0,15,1,16.0,2,15,10,10,3,3,2016-07-31,resignation,others
802,4.0,3.0,3.0,35,travel_rarely,sales,7,4,other,female,4,healthcare representative,married,25530,1,14,1,1.0,4,1,0,0,2,3,,,
804,4.0,2.0,3.0,24,non-travel,research & development,10,3,life sciences,female,2,manager,married,51600,1,17,1,1.0,3,1,0,0,1,3,,,
805,2.0,3.0,2.0,44,travel_frequently,research & development,5,2,medical,female,2,research scientist,single,171590,5,22,1,16.0,1,2,2,2,2,4,,,
806,3.0,3.0,3.0,29,travel_rarely,sales,10,2,life sciences,female,1,sales executive,divorced,128080,1,13,0,10.0,6,10,0,4,3,3,,,
807,3.0,3.0,4.0,30,travel_rarely,research & development,1,2,life sciences,male,3,sales executive,divorced,102210,0,19,1,6.0,2,5,1,3,3,3,,,
808,4.0,3.0,3.0,55,travel_rarely,sales,20,3,marketing,male,2,research scientist,married,47790,0,14,1,4.0,6,3,1,2,3,3,,,
809,1.0,2.0,3.0,33,travel_rarely,research & development,7,2,life sciences,male,2,research scientist,married,37370,8,22,2,8.0,2,5,0,2,3,4,,,
810,3.0,3.0,2.0,47,travel_rarely,research & development,8,4,medical,female,2,sales representative,married,23660,3,17,0,11.0,5,5,1,2,2,3,,,
812,1.0,3.0,1.0,28,travel_rarely,sales,8,4,marketing,male,1,laboratory technician,divorced,163070,1,16,0,1.0,3,1,0,0,2,3,,,
813,3.0,1.0,3.0,28,travel_frequently,research & development,9,3,life sciences,female,2,sales executive,single,59330,0,11,0,5.0,3,4,1,3,3,3,,,
814,3.0,1.0,3.0,49,travel_rarely,research & development,5,4,life sciences,female,1,research scientist,married,34240,4,11,0,10.0,3,3,1,2,3,3,,,
815,4.0,2.0,3.0,29,travel_frequently,research & development,8,1,medical,male,1,research scientist,married,40370,0,14,0,4.0,2,3,0,2,1,3,,,
816,3.0,2.0,2.0,28,travel_rarely,research & development,5,1,technical degree,male,2,laboratory technician,married,25590,1,11,0,8.0,3,8,1,7,2,3,,,
817,4.0,3.0,3.0,33,travel_rarely,research & development,15,4,life sciences,female,1,sales executive,single,62010,2,15,3,14.0,2,0,0,0,2,3,,,
818,3.0,4.0,4.0,32,travel_rarely,research & development,7,3,life sciences,female,3,laboratory technician,single,44030,2,20,0,10.0,3,5,0,0,2,4,,,
819,2.0,4.0,3.0,54,travel_frequently,sales,10,3,life sciences,female,4,research scientist,divorced,37610,3,12,0,26.0,3,14,1,12,2,3,,,
820,1.0,1.0,1.0,29,travel_rarely,research & development,5,3,life sciences,female,2,research scientist,single,109340,6,17,2,11.0,2,9,0,7,3,3,2016-06-20,resignation,stress
821,4.0,1.0,4.0,44,travel_rarely,sales,26,1,marketing,male,1,sales representative,married,107610,3,11,1,24.0,5,20,14,17,2,3,,,
822,2.0,2.0,3.0,39,travel_rarely,sales,6,1,technical degree,female,2,laboratory technician,single,51750,4,17,1,9.0,2,2,2,2,4,3,,,
823,3.0,2.0,4.0,46,travel_rarely,research & development,4,2,life sciences,male,3,manufacturing director,married,138260,8,11,0,23.0,1,13,5,1,2,3,,,
824,4.0,2.0,1.0,35,travel_rarely,research & development,23,4,life sciences,male,2,research scientist,single,63340,1,14,0,11.0,2,11,3,3,4,3,,,
825,1.0,3.0,3.0,23,travel_rarely,research & development,2,4,medical,female,2,manager,single,49360,0,19,1,5.0,2,4,1,2,2,3,,,
826,4.0,1.0,1.0,40,travel_rarely,research & development,2,3,medical,male,2,research director,single,47750,3,15,1,15.0,3,5,1,0,4,3,2016-03-16,resignation,others
